date,product,region,sales_channel,quantity,unit_price,revenue,cost,profit,profit_margin
2025-06-13,HD Webcam,South America,Enterprise,23,89.99,2069.77,1035.0,1034.77,49.99
2025-06-13,Ergonomic Chair,Asia,Online,43,449.99,19349.57,12040.0,7309.57,37.78
2025-06-13,Wireless Mouse,Europe,Online,8,29.99,239.92,96.0,143.92,59.99
2025-06-13,Monitor 27inch,Europe,Partner,4,399.99,1599.96,1000.0,599.96,37.5
2025-06-13,Mechanical Keyboard,Europe,Partner,36,149.99,5399.64,2700.0,2699.64,50.0
2025-06-16,Mechanical Keyboard,Europe,Enterprise,9,149.99,1349.91,675.0,674.91,50.0
2025-06-17,HD Webcam,Australia,Partner,45,89.99,4049.55,2025.0,2024.55,49.99
2025-06-19,Mechanical Keyboard,Europe,Online,6,149.99,899.94,450.0,449.94,50.0
2025-06-19,Noise-Canceling Headphones,South America,Enterprise,12,299.99,3599.88,1800.0,1799.88,50.0
2025-06-19,Mechanical Keyboard,South America,Online,44,149.99,6599.56,3300.0,3299.56,50.0
2025-06-20,Laptop Pro,Australia,Enterprise,40,1299.99,51999.6,38000.0,13999.6,26.92
2025-06-21,Wireless Mouse,Asia,Enterprise,31,29.99,929.69,372.0,557.69,59.99
2025-06-22,Portable SSD 1TB,Asia,Retail,10,129.99,1299.9,800.0,499.9,38.46
2025-06-25,Noise-Canceling Headphones,Asia,Enterprise,11,299.99,3299.89,1650.0,1649.89,50.0
2025-06-26,HD Webcam,Asia,Retail,37,89.99,3329.63,1665.0,1664.63,49.99
2025-06-27,Desk Lamp LED,Europe,Enterprise,12,39.99,479.88,216.0,263.88,54.99
2025-06-28,Laptop Pro,South America,Online,21,1299.99,27299.79,19950.0,7349.79,26.92
2025-06-28,Ergonomic Chair,Australia,Enterprise,16,449.99,7199.84,4480.0,2719.84,37.78
2025-06-28,Portable SSD 1TB,Australia,Enterprise,9,129.99,1169.91,720.0,449.91,38.46
2025-06-29,Wireless Mouse,Europe,Online,44,29.99,1319.56,528.0,791.56,59.99
2025-06-30,Portable SSD 1TB,Asia,Partner,30,129.99,3899.7,2400.0,1499.7,38.46
2025-06-30,Noise-Canceling Headphones,Asia,Online,39,299.99,11699.61,5850.0,5849.61,50.0
2025-07-02,USB-C Hub,Asia,Retail,17,49.99,849.83,374.0,475.83,55.99
2025-07-02,Noise-Canceling Headphones,North America,Enterprise,25,299.99,7499.75,3750.0,3749.75,50.0
2025-07-04,HD Webcam,Australia,Partner,42,89.99,3779.58,1890.0,1889.58,49.99
2025-07-04,Noise-Canceling Headphones,Australia,Online,26,299.99,7799.74,3900.0,3899.74,50.0
2025-07-04,Ergonomic Chair,South America,Retail,46,449.99,20699.54,12880.0,7819.54,37.78
2025-07-05,Noise-Canceling Headphones,North America,Online,48,299.99,14399.52,7200.0,7199.52,50.0
2025-07-05,Noise-Canceling Headphones,Europe,Online,20,299.99,5999.8,3000.0,2999.8,50.0
2025-07-05,Desk Lamp LED,Europe,Retail,50,39.99,1999.5,900.0,1099.5,54.99
2025-07-06,Monitor 27inch,Asia,Partner,38,399.99,15199.62,9500.0,5699.62,37.5
2025-07-08,Monitor 27inch,Europe,Online,5,399.99,1999.95,1250.0,749.95,37.5
2025-07-08,Monitor 27inch,Asia,Partner,15,399.99,5999.85,3750.0,2249.85,37.5
2025-07-08,Desk Lamp LED,Asia,Enterprise,28,39.99,1119.72,504.0,615.72,54.99
2025-07-09,Mechanical Keyboard,South America,Online,25,149.99,3749.75,1875.0,1874.75,50.0
2025-07-09,USB-C Hub,South America,Partner,29,49.99,1449.71,638.0,811.71,55.99
2025-07-09,HD Webcam,Europe,Partner,30,89.99,2699.7,1350.0,1349.7,49.99
2025-07-10,Noise-Canceling Headphones,North America,Partner,14,299.99,4199.86,2100.0,2099.86,50.0
2025-07-11,Noise-Canceling Headphones,North America,Enterprise,35,299.99,10499.65,5250.0,5249.65,50.0
2025-07-13,Desk Lamp LED,Europe,Partner,5,39.99,199.95,90.0,109.95,54.99
2025-07-13,Monitor 27inch,Australia,Enterprise,5,399.99,1999.95,1250.0,749.95,37.5
2025-07-14,Monitor 27inch,Australia,Partner,7,399.99,2799.93,1750.0,1049.93,37.5
2025-07-14,Laptop Pro,Asia,Enterprise,8,1299.99,10399.92,7600.0,2799.92,26.92
2025-07-14,Ergonomic Chair,South America,Enterprise,20,449.99,8999.8,5600.0,3399.8,37.78
2025-07-15,Laptop Pro,Australia,Partner,11,1299.99,14299.89,10450.0,3849.89,26.92
2025-07-16,Wireless Mouse,Australia,Partner,34,29.99,1019.66,408.0,611.66,59.99
2025-07-17,Portable SSD 1TB,Europe,Partner,8,129.99,1039.92,640.0,399.92,38.46
2025-07-17,Desk Lamp LED,Australia,Enterprise,28,39.99,1119.72,504.0,615.72,54.99
2025-07-18,HD Webcam,North America,Retail,45,89.99,4049.55,2025.0,2024.55,49.99
2025-07-18,Portable SSD 1TB,Asia,Enterprise,33,129.99,4289.67,2640.0,1649.67,38.46
2025-07-18,Monitor 27inch,South America,Enterprise,44,399.99,17599.56,11000.0,6599.56,37.5
2025-07-18,Desk Lamp LED,South America,Online,10,39.99,399.9,180.0,219.9,54.99
2025-07-19,Desk Lamp LED,Europe,Retail,6,39.99,239.94,108.0,131.94,54.99
2025-07-19,Monitor 27inch,South America,Partner,41,399.99,16399.59,10250.0,6149.59,37.5
2025-07-20,Portable SSD 1TB,Europe,Retail,39,129.99,5069.61,3120.0,1949.61,38.46
2025-07-22,Monitor 27inch,Asia,Enterprise,4,399.99,1599.96,1000.0,599.96,37.5
2025-07-23,Portable SSD 1TB,North America,Retail,15,129.99,1949.85,1200.0,749.85,38.46
2025-07-24,Monitor 27inch,Australia,Retail,14,399.99,5599.86,3500.0,2099.86,37.5
2025-07-24,Monitor 27inch,Asia,Retail,41,399.99,16399.59,10250.0,6149.59,37.5
2025-07-24,Portable SSD 1TB,Europe,Retail,22,129.99,2859.78,1760.0,1099.78,38.46
2025-07-26,Mechanical Keyboard,Asia,Online,1,149.99,149.99,75.0,74.99,50.0
2025-07-26,Mechanical Keyboard,Australia,Enterprise,7,149.99,1049.93,525.0,524.93,50.0
2025-07-26,Portable SSD 1TB,North America,Retail,38,129.99,4939.62,3040.0,1899.62,38.46
2025-07-27,Monitor 27inch,Europe,Enterprise,9,399.99,3599.91,2250.0,1349.91,37.5
2025-07-27,Ergonomic Chair,Asia,Partner,41,449.99,18449.59,11480.0,6969.59,37.78
2025-07-27,USB-C Hub,South America,Retail,42,49.99,2099.58,924.0,1175.58,55.99
2025-07-28,HD Webcam,North America,Partner,34,89.99,3059.66,1530.0,1529.66,49.99
2025-07-29,Portable SSD 1TB,Asia,Retail,29,129.99,3769.71,2320.0,1449.71,38.46
2025-07-30,Portable SSD 1TB,Australia,Enterprise,6,129.99,779.94,480.0,299.94,38.46
2025-07-30,Monitor 27inch,Australia,Enterprise,41,399.99,16399.59,10250.0,6149.59,37.5
2025-07-31,Noise-Canceling Headphones,Europe,Enterprise,49,299.99,14699.51,7350.0,7349.51,50.0
2025-08-01,Wireless Mouse,South America,Online,34,29.99,1019.66,408.0,611.66,59.99
2025-08-01,Desk Lamp LED,Europe,Partner,37,39.99,1479.63,666.0,813.63,54.99
2025-08-02,Wireless Mouse,Asia,Enterprise,10,29.99,299.9,120.0,179.9,59.99
2025-08-03,Mechanical Keyboard,Europe,Retail,12,149.99,1799.88,900.0,899.88,50.0
2025-08-04,Ergonomic Chair,Asia,Partner,42,449.99,18899.58,11760.0,7139.58,37.78
2025-08-04,USB-C Hub,Australia,Enterprise,27,49.99,1349.73,594.0,755.73,55.99
2025-08-06,Laptop Pro,South America,Partner,33,1299.99,42899.67,31350.0,11549.67,26.92
2025-08-07,Ergonomic Chair,Europe,Online,47,449.99,21149.53,13160.0,7989.53,37.78
2025-08-08,Ergonomic Chair,South America,Online,4,449.99,1799.96,1120.0,679.96,37.78
2025-08-09,Wireless Mouse,North America,Partner,26,29.99,779.74,312.0,467.74,59.99
2025-08-10,Monitor 27inch,Australia,Enterprise,18,399.99,7199.82,4500.0,2699.82,37.5
2025-08-11,Noise-Canceling Headphones,South America,Online,5,299.99,1499.95,750.0,749.95,50.0
2025-08-11,Laptop Pro,Australia,Online,40,1299.99,51999.6,38000.0,13999.6,26.92
2025-08-12,Mechanical Keyboard,Asia,Enterprise,15,149.99,2249.85,1125.0,1124.85,50.0
2025-08-13,Noise-Canceling Headphones,Australia,Online,33,299.99,9899.67,4950.0,4949.67,50.0
2025-08-13,Wireless Mouse,South America,Partner,11,29.99,329.89,132.0,197.89,59.99
2025-08-14,Noise-Canceling Headphones,North America,Retail,24,299.99,7199.76,3600.0,3599.76,50.0
2025-08-15,Desk Lamp LED,Asia,Retail,14,39.99,559.86,252.0,307.86,54.99
2025-08-15,Noise-Canceling Headphones,South America,Partner,36,299.99,10799.64,5400.0,5399.64,50.0
2025-08-15,Portable SSD 1TB,Europe,Online,6,129.99,779.94,480.0,299.94,38.46
2025-08-15,Laptop Pro,Australia,Online,42,1299.99,54599.58,39900.0,14699.58,26.92
2025-08-15,Mechanical Keyboard,Asia,Online,21,149.99,3149.79,1575.0,1574.79,50.0
2025-08-16,Laptop Pro,Europe,Partner,47,1299.99,61099.53,44650.0,16449.53,26.92
2025-08-16,Laptop Pro,South America,Enterprise,47,1299.99,61099.53,44650.0,16449.53,26.92
2025-08-17,USB-C Hub,South America,Enterprise,33,49.99,1649.67,726.0,923.67,55.99
2025-08-18,USB-C Hub,Europe,Online,34,49.99,1699.66,748.0,951.66,55.99
2025-08-18,Mechanical Keyboard,Europe,Retail,12,149.99,1799.88,900.0,899.88,50.0
2025-08-20,Monitor 27inch,Australia,Online,24,399.99,9599.76,6000.0,3599.76,37.5
2025-08-20,Monitor 27inch,Australia,Partner,43,399.99,17199.57,10750.0,6449.57,37.5
2025-08-23,Monitor 27inch,South America,Partner,23,399.99,9199.77,5750.0,3449.77,37.5
2025-08-23,USB-C Hub,North America,Retail,45,49.99,2249.55,990.0,1259.55,55.99
2025-08-25,Mechanical Keyboard,South America,Partner,13,149.99,1949.87,975.0,974.87,50.0
2025-08-25,Wireless Mouse,Australia,Online,24,29.99,719.76,288.0,431.76,59.99
2025-08-26,Noise-Canceling Headphones,Europe,Partner,5,299.99,1499.95,750.0,749.95,50.0
2025-08-26,Monitor 27inch,Asia,Retail,16,399.99,6399.84,4000.0,2399.84,37.5
2025-08-26,Portable SSD 1TB,North America,Partner,21,129.99,2729.79,1680.0,1049.79,38.46
2025-08-26,Mechanical Keyboard,North America,Online,20,149.99,2999.8,1500.0,1499.8,50.0
2025-08-27,Laptop Pro,Australia,Retail,31,1299.99,40299.69,29450.0,10849.69,26.92
2025-08-28,Wireless Mouse,South America,Retail,46,29.99,1379.54,552.0,827.54,59.99
2025-08-28,Wireless Mouse,North America,Partner,8,29.99,239.92,96.0,143.92,59.99
2025-08-29,Noise-Canceling Headphones,Australia,Enterprise,37,299.99,11099.63,5550.0,5549.63,50.0
2025-08-29,Portable SSD 1TB,Asia,Retail,5,129.99,649.95,400.0,249.95,38.46
2025-08-29,Monitor 27inch,North America,Partner,25,399.99,9999.75,6250.0,3749.75,37.5
2025-08-30,Wireless Mouse,Asia,Online,27,29.99,809.73,324.0,485.73,59.99
2025-08-30,Portable SSD 1TB,North America,Enterprise,31,129.99,4029.69,2480.0,1549.69,38.46
2025-09-01,Portable SSD 1TB,South America,Enterprise,31,129.99,4029.69,2480.0,1549.69,38.46
2025-09-02,Wireless Mouse,North America,Retail,30,29.99,899.7,360.0,539.7,59.99
2025-09-03,Monitor 27inch,Europe,Enterprise,31,399.99,12399.69,7750.0,4649.69,37.5
2025-09-03,HD Webcam,Asia,Retail,6,89.99,539.94,270.0,269.94,49.99
2025-09-03,HD Webcam,Europe,Retail,49,89.99,4409.51,2205.0,2204.51,49.99
2025-09-04,Ergonomic Chair,South America,Retail,11,449.99,4949.89,3080.0,1869.89,37.78
2025-09-04,Mechanical Keyboard,Australia,Enterprise,30,149.99,4499.7,2250.0,2249.7,50.0
2025-09-04,Monitor 27inch,Asia,Enterprise,6,399.99,2399.94,1500.0,899.94,37.5
2025-09-05,Portable SSD 1TB,Europe,Online,21,129.99,2729.79,1680.0,1049.79,38.46
2025-09-05,Desk Lamp LED,South America,Enterprise,22,39.99,879.78,396.0,483.78,54.99
2025-09-06,Monitor 27inch,North America,Partner,23,399.99,9199.77,5750.0,3449.77,37.5
2025-09-06,Laptop Pro,South America,Retail,44,1299.99,57199.56,41800.0,15399.56,26.92
2025-09-06,Wireless Mouse,Europe,Online,6,29.99,179.94,72.0,107.94,59.99
2025-09-07,Desk Lamp LED,Asia,Enterprise,40,39.99,1599.6,720.0,879.6,54.99
2025-09-07,Ergonomic Chair,Europe,Partner,27,449.99,12149.73,7560.0,4589.73,37.78
2025-09-07,USB-C Hub,North America,Retail,24,49.99,1199.76,528.0,671.76,55.99
2025-09-07,Monitor 27inch,Australia,Enterprise,1,399.99,399.99,250.0,149.99,37.5
2025-09-10,USB-C Hub,North America,Enterprise,4,49.99,199.96,88.0,111.96,55.99
2025-09-10,Wireless Mouse,Asia,Retail,39,29.99,1169.61,468.0,701.61,59.99
2025-09-10,Monitor 27inch,Europe,Retail,7,399.99,2799.93,1750.0,1049.93,37.5
2025-09-10,Monitor 27inch,Europe,Enterprise,27,399.99,10799.73,6750.0,4049.73,37.5
2025-09-13,Monitor 27inch,Europe,Online,12,399.99,4799.88,3000.0,1799.88,37.5
2025-09-13,HD Webcam,Australia,Enterprise,48,89.99,4319.52,2160.0,2159.52,49.99
2025-09-14,Monitor 27inch,Europe,Enterprise,42,399.99,16799.58,10500.0,6299.58,37.5
2025-09-15,Monitor 27inch,Asia,Online,31,399.99,12399.69,7750.0,4649.69,37.5
2025-09-15,Mechanical Keyboard,Europe,Partner,3,149.99,449.97,225.0,224.97,50.0
2025-09-16,HD Webcam,Asia,Enterprise,46,89.99,4139.54,2070.0,2069.54,49.99
2025-09-16,Mechanical Keyboard,Europe,Partner,19,149.99,2849.81,1425.0,1424.81,50.0
2025-09-17,Portable SSD 1TB,North America,Enterprise,6,129.99,779.94,480.0,299.94,38.46
2025-09-17,Mechanical Keyboard,Europe,Retail,25,149.99,3749.75,1875.0,1874.75,50.0
2025-09-18,USB-C Hub,Europe,Retail,42,49.99,2099.58,924.0,1175.58,55.99
2025-09-18,Laptop Pro,North America,Partner,47,1299.99,61099.53,44650.0,16449.53,26.92
2025-09-19,Noise-Canceling Headphones,Europe,Enterprise,4,299.99,1199.96,600.0,599.96,50.0
2025-09-19,Desk Lamp LED,Europe,Retail,6,39.99,239.94,108.0,131.94,54.99
2025-09-19,Desk Lamp LED,North America,Retail,39,39.99,1559.61,702.0,857.61,54.99
2025-09-19,Ergonomic Chair,Australia,Retail,18,449.99,8099.82,5040.0,3059.82,37.78
2025-09-20,Monitor 27inch,South America,Retail,26,399.99,10399.74,6500.0,3899.74,37.5
2025-09-21,Noise-Canceling Headphones,Asia,Retail,20,299.99,5999.8,3000.0,2999.8,50.0
2025-09-22,USB-C Hub,Australia,Online,32,49.99,1599.68,704.0,895.68,55.99
2025-09-22,HD Webcam,Europe,Retail,8,89.99,719.92,360.0,359.92,49.99
2025-09-25,Ergonomic Chair,South America,Retail,17,449.99,7649.83,4760.0,2889.83,37.78
2025-09-27,USB-C Hub,North America,Enterprise,29,49.99,1449.71,638.0,811.71,55.99
2025-09-28,Portable SSD 1TB,South America,Retail,18,129.99,2339.82,1440.0,899.82,38.46
2025-09-29,Monitor 27inch,Europe,Partner,17,399.99,6799.83,4250.0,2549.83,37.5
2025-09-29,Desk Lamp LED,Asia,Enterprise,9,39.99,359.91,162.0,197.91,54.99
2025-09-29,Wireless Mouse,South America,Partner,40,29.99,1199.6,480.0,719.6,59.99
2025-09-30,HD Webcam,South America,Online,38,89.99,3419.62,1710.0,1709.62,49.99
2025-09-30,HD Webcam,South America,Online,39,89.99,3509.61,1755.0,1754.61,49.99
2025-10-03,Mechanical Keyboard,Asia,Online,9,149.99,1349.91,675.0,674.91,50.0
2025-10-03,Ergonomic Chair,Europe,Online,46,449.99,20699.54,12880.0,7819.54,37.78
2025-10-03,Laptop Pro,South America,Online,48,1299.99,62399.52,45600.0,16799.52,26.92
2025-10-05,Portable SSD 1TB,North America,Enterprise,45,129.99,5849.55,3600.0,2249.55,38.46
2025-10-05,Wireless Mouse,North America,Retail,8,29.99,239.92,96.0,143.92,59.99
2025-10-06,HD Webcam,North America,Partner,13,89.99,1169.87,585.0,584.87,49.99
2025-10-06,Ergonomic Chair,Asia,Retail,8,449.99,3599.92,2240.0,1359.92,37.78
2025-10-07,Ergonomic Chair,North America,Enterprise,44,449.99,19799.56,12320.0,7479.56,37.78
2025-10-07,Monitor 27inch,Europe,Partner,33,399.99,13199.67,8250.0,4949.67,37.5
2025-10-07,Mechanical Keyboard,South America,Enterprise,43,149.99,6449.57,3225.0,3224.57,50.0
2025-10-09,Laptop Pro,North America,Retail,15,1299.99,19499.85,14250.0,5249.85,26.92
2025-10-10,Desk Lamp LED,Europe,Enterprise,33,39.99,1319.67,594.0,725.67,54.99
2025-10-10,Mechanical Keyboard,North America,Retail,38,149.99,5699.62,2850.0,2849.62,50.0
2025-10-10,USB-C Hub,Asia,Retail,7,49.99,349.93,154.0,195.93,55.99
2025-10-10,HD Webcam,Europe,Enterprise,50,89.99,4499.5,2250.0,2249.5,49.99
2025-10-11,USB-C Hub,South America,Partner,33,49.99,1649.67,726.0,923.67,55.99
2025-10-12,Wireless Mouse,South America,Retail,5,29.99,149.95,60.0,89.95,59.99
2025-10-12,Desk Lamp LED,South America,Retail,19,39.99,759.81,342.0,417.81,54.99
2025-10-13,Wireless Mouse,Australia,Retail,33,29.99,989.67,396.0,593.67,59.99
2025-10-17,Wireless Mouse,Asia,Online,44,29.99,1319.56,528.0,791.56,59.99
2025-10-17,Noise-Canceling Headphones,Australia,Partner,24,299.99,7199.76,3600.0,3599.76,50.0
2025-10-17,Monitor 27inch,Australia,Retail,23,399.99,9199.77,5750.0,3449.77,37.5
2025-10-18,Monitor 27inch,South America,Online,38,399.99,15199.62,9500.0,5699.62,37.5
2025-10-18,HD Webcam,South America,Retail,13,89.99,1169.87,585.0,584.87,49.99
2025-10-18,Mechanical Keyboard,Asia,Partner,37,149.99,5549.63,2775.0,2774.63,50.0
2025-10-18,Ergonomic Chair,South America,Enterprise,32,449.99,14399.68,8960.0,5439.68,37.78
2025-10-20,Desk Lamp LED,Australia,Enterprise,48,39.99,1919.52,864.0,1055.52,54.99
2025-10-20,Portable SSD 1TB,Europe,Enterprise,7,129.99,909.93,560.0,349.93,38.46
2025-10-20,Noise-Canceling Headphones,Asia,Online,30,299.99,8999.7,4500.0,4499.7,50.0
2025-10-21,Wireless Mouse,South America,Retail,32,29.99,959.68,384.0,575.68,59.99
2025-10-21,Portable SSD 1TB,Europe,Retail,1,129.99,129.99,80.0,49.99,38.46
2025-10-22,HD Webcam,Europe,Retail,33,89.99,2969.67,1485.0,1484.67,49.99
2025-10-23,USB-C Hub,Asia,Partner,29,49.99,1449.71,638.0,811.71,55.99
2025-10-23,Wireless Mouse,Asia,Retail,34,29.99,1019.66,408.0,611.66,59.99
2025-10-23,Desk Lamp LED,Australia,Online,16,39.99,639.84,288.0,351.84,54.99
2025-10-23,Desk Lamp LED,North America,Online,8,39.99,319.92,144.0,175.92,54.99
2025-10-25,Mechanical Keyboard,North America,Partner,35,149.99,5249.65,2625.0,2624.65,50.0
2025-10-25,Laptop Pro,South America,Enterprise,32,1299.99,41599.68,30400.0,11199.68,26.92
2025-10-25,Wireless Mouse,South America,Retail,35,29.99,1049.65,420.0,629.65,59.99
2025-10-25,Portable SSD 1TB,Asia,Enterprise,5,129.99,649.95,400.0,249.95,38.46
2025-10-26,Ergonomic Chair,North America,Online,17,449.99,7649.83,4760.0,2889.83,37.78
2025-10-27,Monitor 27inch,North America,Partner,20,399.99,7999.8,5000.0,2999.8,37.5
2025-10-27,HD Webcam,Australia,Enterprise,27,89.99,2429.73,1215.0,1214.73,49.99
2025-10-28,Mechanical Keyboard,North America,Enterprise,20,149.99,2999.8,1500.0,1499.8,50.0
2025-10-28,Mechanical Keyboard,Asia,Online,46,149.99,6899.54,3450.0,3449.54,50.0
2025-10-28,Portable SSD 1TB,Australia,Enterprise,28,129.99,3639.72,2240.0,1399.72,38.46
2025-10-28,USB-C Hub,South America,Enterprise,32,49.99,1599.68,704.0,895.68,55.99
2025-10-29,HD Webcam,Europe,Online,32,89.99,2879.68,1440.0,1439.68,49.99
2025-10-29,Monitor 27inch,North America,Retail,49,399.99,19599.51,12250.0,7349.51,37.5
2025-10-30,Portable SSD 1TB,North America,Partner,12,129.99,1559.88,960.0,599.88,38.46
2025-10-30,Monitor 27inch,Asia,Enterprise,5,399.99,1999.95,1250.0,749.95,37.5
